5,1994,142
5,1994,110
5,1994,142
5,2010,148
5,1993,171
5,1998,194
5,2018,117
5,2001,125
5,2011,171
4,2019,125
5,2010,90
5,2016,109
5,2010,132
5,1998,165
5,2008,117
5,2012,127
5,2014,169
5,2014,95
5,2017,161
5,1998,103
5,2008,98
5,2009,93
5,2018,140
5,2017,105
5,2009,96
5,2010,162
5,2004,97
5,2018,86
5,1997,116
4,2016,106
5,2003,101
5,1990,105
5,2014,87
5,2001,122
5,1993,195
4,2018,138
5,2005,132
4,2012,110
5,1995,127
4,2012,118
5,2017,106
5,1953,118
5,2011,112
5,2008,166
5,2004,119
5,1999,139
4,2018,108
5,2008,152
5,1972,175
5,1999,117
5,2010,95
5,2004,113
5,2010,108
5,2015,102
5,2000,109
4,2017,123
5,2010,138
4,2018,150
4,2018,130
5,1992,125
5,2014,149
5,2013,98
4,2017,136
4,2011,93
5,2003,143
5,1993,102
4,2018,134
5,2006,130
5,1991,118
4,2016,118
5,2009,120
5,1992,157
4,2012,105
5,1994,154
5,2014,99
5,2011,125
5,1999,85
4,2017,128
4,2015,137
4,2015,104
4,2018,118
5,2010,106
5,2018,115
5,2016,139
5,1994,102
4,2015,89
5,2002,178
4,2016,111
4,2018,121
5,2003,90
5,2002,152
4,2016,124
4,2018,143
5,1994,132
5,2006,130
5,2005,134
5,2001,135
4,2017,107
5,1988,155
4,2017,130
5,2004,201
4,2015,125
5,1995,89
4,2009,99
4,2006,106
5,1999,136
5,2003,135
4,2012,142
4,2018,138
4,2016,93
4,2018,112
4,2012,118
5,1989,128
5,2010,98
5,2008,130
4,2013,112
5,2005,129
5,1939,238
4,2007,109
4,2011,110
5,2003,179
4,2015,144
5,2012,165
4,2013,123
5,2019,130
4,2014,104
5,1995,177
5,2010,117
4,2004,100
4,2014,102
5,2011,130
5,1997,126
4,2017,129
5,1975,133
5,1998,107
4,2017,100
4,2015,125
4,2007,63
4,2011,145
5,2011,98
5,1995,134
5,2002,141
4,2015,135
5,1993,113
5,2011,124
4,2013,110
5,2004,123
4,2018,137
4,2008,95
5,2000,113
5,2000,139
4,2010,104
5,1997,96
5,2002,81
4,2016,133
5,1998,169
4,2010,91
4,2015,134
5,2006,147
4,2013,111
5,1994,100
4,2018,147
4,2003,93
4,2016,109
5,2001,92
5,2006,137
5,2015,114
5,2003,125
5,2013,127
4,2009,158
5,2013,163
4,2009,95
5,1965,174
5,2013,97
4,2013,117
5,2008,124
4,2013,143
5,1997,134
4,2007,158
4,2009,118
5,2015,95
5,1987,163
5,2000,98
4,2014,121
4,2014,130
5,1999,107
4,2015,139
5,2018,117
4,2015,137
4,2017,102
4,2018,116
4,2008,126
4,2001,123
4,2019,98
4,2011,107
4,2014,131
5,1995,101
5,2014,107
5,1994,124
5,2018,97
4,2013,132
4,2011,91
4,2002,85
5,2015,118
4,2012,133
4,2017,123
4,2010,120
5,2013,123
4,2015,107
5,1996,94
5,2005,128
4,2013,115
4,2007,144
4,2009,122
4,2014,114
5,2017,132
4,2013,134
5,2009,92
4,2009,129
5,2010,94
4,2013,131
4,2017,136
5,2002,150
4,2016,148
5,2003,130
5,1974,202
5,2012,101
5,1993,99
4,2011,105
5,2013,123
4,2007,101
4,2014,118
4,2013,91
5,2018,113
4,2018,132
4,2005,120
4,2004,113
4,2018,101
5,2009,153
5,2017,137
4,2015,142
4,2014,136
4,2014,99
4,2001,147
5,2018,94
4,2014,89
5,2004,80
5,2004,103
3,2019,116
4,2003,127
4,2015,118
5,2015,120
4,2017,163
4,2009,112
5,2018,116
4,2015,117
4,2004,124
4,2013,126
4,2008,130
4,2013,134
5,1988,89
4,2013,169
4,2012,111
5,1999,121
4,2016,113
4,2005,115
5,2015,110
5,1988,133
4,2018,150
5,2010,103
5,1989,103
4,1997,138
4,2018,118
4,2003,161
4,2017,116
5,2013,117
5,2013,127
4,2018,123
4,2015,124
5,2018,102
5,2013,89
4,2016,105
5,2017,95
4,1994,108
5,1984,229
4,2005,77
4,2018,120
4,2016,108
4,2018,120
5,2001,146
4,2006,151
4,2009,123
4,2011,96
4,2011,130
4,2016,156
4,2003,100
4,2003,111
5,2002,119
4,2014,111
5,2011,97
5,2007,115
4,2009,150
5,1995,111
5,2013,157
5,2018,159
5,2012,88
4,2015,128
4,2016,144
4,2014,104
5,1992,117
5,2011,45
4,2010,139
4,2017,133
4,2015,106
4,2007,150
4,2016,125
4,2004,141
5,2006,98
4,2008,103
5,2008,94
4,2015,144
4,2007,101
4,1990,103
4,2017,130
4,2014,161
4,2018,134
5,2007,87
4,2008,101
4,2011,132
4,2005,157
4,2000,120
4,2018,134
5,2015,104
4,2012,103
4,2015,139
5,1971,136
5,1999,122
4,2007,169
4,2017,120
4,2009,139
4,2010,146
4,2017,95
4,1996,88
4,2013,104
4,2007,86
4,2012,117
4,2006,125
4,2011,136
4,2012,118
4,2010,124
4,1994,123
5,2005,122
4,2007,111
5,2015,118
4,2008,106
5,2004,112
4,2011,119
5,1997,89
4,1994,83
4,2011,154
5,2017,125
4,2019,119
4,1999,124
4,2015,131
4,2004,99
5,2000,173
5,2014,111
5,2014,122
4,2015,131
5,1991,108
4,2018,128
4,2003,119
5,2003,129
4,2009,104
4,2016,117
5,2004,108
4,2016,95
4,2016,124
4,2014,111
4,2016,98
4,2007,138
5,1996,162
4,2010,140
4,2017,101
4,2012,142
4,2017,129
4,2017,119
5,2002,130
4,2010,128
4,2017,136
4,2012,124
4,1980,119
5,2006,90
4,2010,120
4,2013,114
4,2019,122
4,2018,115
5,1982,115
4,2017,141
4,2009,153
5,2010,90
4,1996,89
4,2002,121
4,2011,94
5,2012,115
4,2005,104
4,2009,129
4,2011,115
5,2015,127
4,2017,129
5,1957,116
4,2013,127
5,2009,116
4,2006,187
4,2006,110
4,2001,113
5,1993,108
4,2012,120
4,2014,125
4,2008,96
4,2019,99
4,1995,81
4,2008,86
4,2006,101
4,2012,103
5,1991,137
4,2011,127
4,2014,106
3,2017,120
4,2007,96
4,2005,140
4,2013,112
5,2015,120
4,2001,115
4,2018,112
3,2015,113
5,1990,170
5,2003,138
4,2015,106
5,1994,133
4,2016,96
4,1997,98
5,2015,116
4,2015,109
5,2006,143
4,2014,166
4,2012,106
4,2014,130
4,2005,115
4,2008,123
4,2009,100
3,2017,108
5,1961,114
3,2015,114
4,2012,122
4,2019,114
4,2015,108
4,2009,107
4,2017,106
5,1996,136
5,2009,97
4,2013,119
3,2018,120
4,2013,180
4,2015,95
4,2010,114
4,2011,124
4,2016,106
4,2017,104
4,2017,93
5,2000,143
4,1993,105
4,2003,120
4,1997,90
4,2017,128
4,2012,146
5,2007,97
4,2007,126
5,2008,107
4,2013,130
4,2000,98
4,2017,117
4,2000,104
5,2015,128
5,1950,88
4,1998,81
4,2007,120
4,2004,117
5,2004,108
4,2012,128
4,1992,96
4,1994,101
4,2018,115
4,2012,136
4,2008,96
5,2004,85
4,2009,94
3,2010,93
4,2011,158
3,2013,116
4,1996,145
4,2004,115
4,1987,96
5,2012,123
3,2014,140
4,2014,119
5,2017,102
4,2009,100
5,1940,108
4,2014,102
4,2005,107
4,2011,120
4,2010,117
4,1992,110
4,2009,107
4,2011,117
3,2016,104
5,2014,165
4,2017,114
4,2017,108
4,2009,109
4,2013,108
4,2013,46
5,2004,121
4,2003,107
4,2015,118
4,2012,88
4,2013,132
4,2001,183
5,2013,109
4,2011,115
5,2007,148
4,2006,125
4,1996,110
4,2012,146
4,2006,91
4,2005,108
5,2001,144
4,2007,122
4,2005,107
4,2013,143
4,2014,123
4,2004,123
4,2018,97
5,1995,106
5,1942,102
4,2017,120
4,1990,127
4,2017,112
4,2008,128
4,2018,118
4,2007,108
4,2018,137
5,2011,111
4,2016,140
4,2017,122
4,2008,93
4,2015,126
4,2013,146
4,2002,93
4,2014,142
4,2015,91
4,2004,135
4,2001,104
4,2005,124
4,1991,100
4,2017,107
4,2012,129
4,2002,100
4,2006,149
4,2011,103
4,2016,87
4,2003,133
4,2010,95
4,2010,123
4,2005,104
5,2017,95
4,2016,151
3,2017,112
4,2016,90
4,1961,115
3,2013,118
4,2010,100
5,2001,132
4,2001,86
4,2016,145
4,2017,103
4,2004,137
3,2018,90
5,1991,237
4,1997,90
5,1936,87
4,2009,130
4,2016,108
4,2007,124
4,2016,110
5,2001,75
4,2016,110
4,2006,104
4,2007,129
4,1995,129
4,2010,108
4,2003,102
4,2000,155
3,2018,132
4,2013,116
4,2015,95
4,2007,106
4,2009,102
5,2000,102
4,1998,88
3,2016,131
4,2000,114
5,1997,81
4,1999,93
4,2012,122
5,1999,189
5,1966,132
4,2013,91
4,2016,135
4,2006,118
4,2015,90
4,2007,116
4,1997,126
4,2012,102
4,2014,108
4,2014,124
5,1968,148
5,2009,87
4,2001,97
4,2004,127
4,1995,92
4,2013,116
4,2016,130
4,2007,89
4,2015,121
3,2014,98
3,2014,116
5,1991,130
4,2011,102
4,2017,90
4,2018,114
4,2017,103
5,2000,104
4,2015,168
4,2012,120
3,2012,135
4,2001,90
4,2004,129
4,2015,107
4,2012,95
4,2011,119
4,2016,110
5,2009,114
4,2012,108
5,2008,95
3,2016,113
4,2009,114
4,2009,108
4,1988,91
4,2017,106
4,2013,129
4,2002,75
4,2012,93
4,2002,81
4,2003,101
4,2017,121
4,2002,88
4,2018,148
4,2013,179
5,1999,84
4,2005,86
4,2015,139
5,2009,129
4,2008,125
4,2001,146
5,2008,115
4,1997,115
3,2010,105
4,2006,120
5,2004,132
4,2018,96
4,2017,113
5,2013,134
3,2018,110
4,2013,134
4,2003,85
4,2013,143
5,2003,130
4,1967,106
4,2015,119
4,2008,119
4,2013,134
5,1988,132
4,2010,113
4,1991,125
4,2017,140
4,2013,126
4,2016,123
4,2015,121
5,1952,103
5,1996,148
4,1992,99
4,2013,133
4,2004,100
5,1997,106
4,1976,113
4,2001,100
4,2009,96
5,1995,135
4,2012,106
4,2013,124
4,1992,100
4,1979,117
4,1998,127
5,2004,143
4,2017,119
4,2012,109
5,2018,100
4,1998,67
4,2013,112
4,2010,82
4,1992,115
4,2014,117
4,2013,121
4,2004,99
4,1998,114
4,2013,108
4,2014,98
4,2004,104
4,2003,107
5,2001,87
4,2005,145
4,2017,116
3,2005,122
4,2007,139
5,2004,141
3,2009,107
4,2015,106
5,1993,138
4,2017,139
4,2001,116
4,2011,101
5,1979,65
4,1982,117
5,2009,93
4,1999,125
4,2008,131
5,1960,109
4,2002,97
5,2007,165
4,2011,109
4,2007,89
4,2018,110
3,2011,92
4,2017,134
4,2002,100
4,1992,94
5,2019,135
5,2012,153
4,1991,110
4,2018,110
3,2014,119
5,1980,109
4,1992,107
4,2009,115
4,2004,94
4,2013,124
4,2017,120
5,2012,118
4,2008,92
4,2008,141
5,2013,92
4,2014,132
4,2007,95
4,2015,130
4,2012,110
4,2009,132
4,2009,94
5,2016,93
