5,1994,110
5,2011,112
5,2010,95
5,1988,155
5,2003,135
4,2007,109
4,2002,85
4,2013,115
4,2014,89
4,2009,123
5,2013,157
5,2005,122
5,2002,130
4,2011,94
5,2009,116
4,2014,125
5,1991,137
4,2008,123
4,2015,108
5,2012,123
4,2017,107
4,2015,95
4,1997,126
4,2015,121
5,1991,130
4,2007,95
5,2016,93
4,1997,137
4,2018,138
4,2017,137
5,2002,85
4,2014,114
4,1992,127
5,2012,105
4,2004,84
4,2001,113
5,1998,113
3,2013,96
4,2010,95
4,2013,105
4,1993,85
4,2014,126
4,2012,98
5,2000,110
4,1993,121
4,2015,85
4,1980,110
4,2011,133
5,1959,99
4,2017,133
4,2008,96
4,2013,105
4,2009,116
4,2009,105
4,2010,107
3,2013,114
4,2008,98
4,1998,86
4,2009,101
4,2014,101
5,1985,162
4,2009,104
5,2016,132
4,2012,110
5,1999,101
4,2008,112
4,2004,101
4,2009,96
4,2000,154
4,2004,126
4,2005,97
4,2008,110
4,1993,104
4,2008,109
4,2014,105
4,2013,108
4,2011,113
4,2000,88
4,2014,97
4,2006,94
4,1991,99
4,2009,119
4,2011,93
4,2002,110
5,2012,80
4,2015,100
4,2001,97
4,1991,125
4,2009,113
4,2011,123
3,2013,85
4,2002,97
4,2017,140
4,2013,141
4,1962,105
4,2008,114
4,1963,138
4,2000,116
4,2013,95
5,1987,128
4,1999,162
4,2003,84
4,2018,112
4,1960,90
4,2006,106
4,2009,105
5,2010,82
4,2002,124
4,2000,116
4,1972,136
4,1995,178
4,2008,106
3,2014,103
4,2005,164
5,1991,189
4,2007,91
4,2015,88
4,2007,97
5,2007,92
4,2010,98
4,1999,158
4,2013,98
4,1988,175
4,2016,125
4,2001,128
4,2009,92
3,2012,95
4,2012,86
4,2013,91
4,2013,94
4,1995,108
4,2013,104
4,2008,85
4,2011,108
4,2009,108
4,2005,91
4,2011,84
5,1957,110
4,2009,106
5,2017,118
4,2015,113
4,2009,117
4,2016,66
3,2016,84
4,2005,143
4,2007,110
4,2014,95
4,1992,111
4,2011,90
4,2015,110
4,2014,86
4,2005,90
4,2010,154
4,2002,95
4,2014,101
4,2009,127
4,2008,122
4,2001,119
4,2007,100
4,1982,109
4,1995,135
4,2005,128
4,1975,96
4,2003,100
4,2005,81
4,2009,118
4,1997,103
